Year,Country,ISO3,Continent,Ind Code,Industry,Value (LCU),Value (USD),Exchange Rate,Volatility
2013,Russian Federation,RUS,Europe,D,Manufacture of paper products and printing,289419.87,4749.45,0.01641024163268403,0.009167538911286228
2013,Russian Federation,RUS,Europe,E,Manufacture of coke and refined petroleum products,1626308.33,26688.11,0.016410239994282018,0.009167538911286228
2013,Russian Federation,RUS,Europe,F,Manufacturing of chemicals and pharmaceutical products,914447.4,15006.31,0.016410249512437785,0.009167538911286228
2013,Russian Federation,RUS,Europe,G,Manufacture of rubber and plastics products,251495.08,4127.09,0.016410221623421026,0.009167538911286228
2013,Russian Federation,RUS,Europe,H,Manufacture of other non-metallic mineral products,414673.01,6804.89,0.01641025539617348,0.009167538911286228
2013,Russian Federation,RUS,Europe,I,Manufacture of basic metals,1759638.55,28876.09,0.01641023947787459,0.009167538911286228
2013,Russian Federation,RUS,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",1607607.52,26381.23,0.016410242967761186,0.009167538911286228
2013,Russian Federation,RUS,Europe,K,Manufacture of transport equipment,1172781.04,19245.62,0.016410241420683265,0.009167538911286228
2013,Russian Federation,RUS,Europe,L,"Manufacture of furniture, other manufacturing",193450.39,3174.57,0.01641025381235985,0.009167538911286228
2014,Russian Federation,RUS,Europe,A,"Manufacture of food products, beverages and tobacco products",1519281.83,24931.78,0.01641024035678752,0.009167538911286228
2014,Russian Federation,RUS,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",170598.92,2799.56,0.016410185949594522,0.009167538911286228
2014,Russian Federation,RUS,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",192429.06,3157.8,0.016410203323759937,0.009167538911286228
2014,Russian Federation,RUS,Europe,D,Manufacture of paper products and printing,281246.36,4615.32,0.016410239051627192,0.009167538911286228
2014,Russian Federation,RUS,Europe,E,Manufacture of coke and refined petroleum products,1643309.3,26967.1,0.016410239995599124,0.009167538911286228
2014,Russian Federation,RUS,Europe,F,Manufacturing of chemicals and pharmaceutical products,910836.72,14947.06,0.016410251883564816,0.009167538911286228
2014,Russian Federation,RUS,Europe,G,Manufacture of rubber and plastics products,275783.36,4525.67,0.016410235918512272,0.009167538911286228
2014,Russian Federation,RUS,Europe,H,Manufacture of other non-metallic mineral products,416055.26,6827.56,0.016410223968806453,0.009167538911286228
2014,Russian Federation,RUS,Europe,I,Manufacture of basic metals,1876387.84,30791.98,0.016410242777953624,0.009167538911286228
2014,Russian Federation,RUS,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",1575543.2,25855.04,0.01641023870370549,0.009167538911286228
2014,Russian Federation,RUS,Europe,K,Manufacture of transport equipment,1105845.21,18147.19,0.016410244251091884,0.009167538911286228
2014,Russian Federation,RUS,Europe,L,"Manufacture of furniture, other manufacturing",194245.02,3187.61,0.016410253400576242,0.009167538911286228
2015,Russian Federation,RUS,Europe,A,"Manufacture of food products, beverages and tobacco products",1506969.5,24729.73,0.01641023922514689,0.009167538911286228
2015,Russian Federation,RUS,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",175115.86,2873.69,0.016410221210117693,0.009167538911286228
2015,Russian Federation,RUS,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",196068.08,3217.52,0.016410218328245987,0.009167538911286228
2015,Russian Federation,RUS,Europe,D,Manufacture of paper products and printing,309004.83,5070.85,0.016410261289443274,0.009167538911286228
2015,Russian Federation,RUS,Europe,E,Manufacture of coke and refined petroleum products,1530955.25,25123.34,0.016410237987034566,0.009167538911286228
2015,Russian Federation,RUS,Europe,F,Manufacturing of chemicals and pharmaceutical products,1032247.81,16939.42,0.01641022614521216,0.009167538911286228
2015,Russian Federation,RUS,Europe,G,Manufacture of rubber and plastics products,194784.0,3196.46,0.016410280105142106,0.009167538911286228
2015,Russian Federation,RUS,Europe,H,Manufacture of other non-metallic mineral products,417954.81,6858.74,0.0164102430116787,0.009167538911286228
2015,Russian Federation,RUS,Europe,I,Manufacture of basic metals,1846445.75,30300.62,0.01641024113489389,0.009167538911286228
2015,Russian Federation,RUS,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",1696096.38,27833.34,0.016410234894788232,0.009167538911286228
2015,Russian Federation,RUS,Europe,K,Manufacture of transport equipment,1001120.22,16428.62,0.016410236924392557,0.009167538911286228
2015,Russian Federation,RUS,Europe,L,"Manufacture of furniture, other manufacturing",163503.49,2683.13,0.016410230754095832,0.009167538911286228
2016,Russian Federation,RUS,Europe,A,"Manufacture of food products, beverages and tobacco products",1547557.41,25395.79,0.016410240961593794,0.009167538911286228
2016,Russian Federation,RUS,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",194930.56,3198.86,0.01641025398993365,0.009167538911286228
2016,Russian Federation,RUS,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",202625.77,3325.14,0.016410252259621273,0.009167538911286228
2016,Russian Federation,RUS,Europe,D,Manufacture of paper products and printing,334261.83,5485.32,0.016410249414358796,0.009167538911286228
2016,Russian Federation,RUS,Europe,E,Manufacture of coke and refined petroleum products,1550020.8,25436.21,0.016410237849711434,0.009167538911286228
2016,Russian Federation,RUS,Europe,F,Manufacturing of chemicals and pharmaceutical products,1135003.84,18625.68,0.016410235228807683,0.009167538911286228
2016,Russian Federation,RUS,Europe,G,Manufacture of rubber and plastics products,220611.61,3620.29,0.016410242416525587,0.009167538911286228
2016,Russian Federation,RUS,Europe,H,Manufacture of other non-metallic mineral products,403832.22,6626.98,0.016410230961759316,0.009167538911286228
2016,Russian Federation,RUS,Europe,I,Manufacture of basic metals,1730588.81,28399.38,0.01641024132127608,0.009167538911286228
2016,Russian Federation,RUS,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",1481014.74,24303.81,0.01641024180488575,0.009167538911286228
2016,Russian Federation,RUS,Europe,K,Manufacture of transport equipment,764303.75,12542.41,0.016410242655488738,0.009167538911286228
2016,Russian Federation,RUS,Europe,L,"Manufacture of furniture, other manufacturing",159330.48,2614.66,0.01641029387471876,0.009167538911286228
2017,Russian Federation,RUS,Europe,A,"Manufacture of food products, beverages and tobacco products",1552452.7,25476.13,0.016410245542424578,0.009167538911286228
2017,Russian Federation,RUS,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",227763.91,3737.66,0.016410238127717424,0.009167538911286228
2017,Russian Federation,RUS,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",208160.1,3415.96,0.01641025345395203,0.009167538911286228
2017,Russian Federation,RUS,Europe,D,Manufacture of paper products and printing,348966.69,5726.63,0.01641024821022316,0.009167538911286228
2017,Russian Federation,RUS,Europe,E,Manufacture of coke and refined petroleum products,1556146.62,25536.74,0.01641024031527312,0.009167538911286228
2017,Russian Federation,RUS,Europe,F,Manufacturing of chemicals and pharmaceutical products,1211757.15,19885.23,0.016410243587174213,0.009167538911286228
2017,Russian Federation,RUS,Europe,G,Manufacture of rubber and plastics products,244109.71,4005.9,0.01641024439380146,0.009167538911286228
2017,Russian Federation,RUS,Europe,H,Manufacture of other non-metallic mineral products,431936.22,7088.18,0.01641024686468757,0.009167538911286228
2017,Russian Federation,RUS,Europe,I,Manufacture of basic metals,1812511.98,29743.76,0.016410241878787472,0.009167538911286228
2017,Russian Federation,RUS,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",1493070.92,24501.65,0.016410238570583106,0.009167538911286228
2017,Russian Federation,RUS,Europe,K,Manufacture of transport equipment,923115.55,15148.55,0.016410242466395455,0.009167538911286228
2017,Russian Federation,RUS,Europe,L,"Manufacture of furniture, other manufacturing",172994.12,2838.87,0.016410210936649176,0.009167538911286228
2018,Russian Federation,RUS,Europe,A,"Manufacture of food products, beverages and tobacco products",1602437.61,26296.39,0.01641024264276972,0.009167538911286228
2018,Russian Federation,RUS,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",225495.17,3700.42,0.01641019628047909,0.009167538911286228
2018,Russian Federation,RUS,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",239942.48,3937.52,0.016410266327163078,0.009167538911286228
2018,Russian Federation,RUS,Europe,D,Manufacture of paper products and printing,371143.0,6090.54,0.016410224630398526,0.009167538911286228
2018,Russian Federation,RUS,Europe,E,Manufacture of coke and refined petroleum products,1614906.8,26501.0,0.016410234943589314,0.009167538911286228
2018,Russian Federation,RUS,Europe,F,Manufacturing of chemicals and pharmaceutical products,1264392.58,20748.99,0.016410243407154447,0.009167538911286228
2018,Russian Federation,RUS,Europe,G,Manufacture of rubber and plastics products,250172.33,4105.39,0.01641024808778813,0.009167538911286228
2018,Russian Federation,RUS,Europe,H,Manufacture of other non-metallic mineral products,436447.27,7162.2,0.016410229808517304,0.009167538911286228
2018,Russian Federation,RUS,Europe,I,Manufacture of basic metals,1815750.43,29796.9,0.016410239814730488,0.009167538911286228
2018,Russian Federation,RUS,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",1551410.1,25459.01,0.016410238659655494,0.009167538911286228
2018,Russian Federation,RUS,Europe,K,Manufacture of transport equipment,1002604.26,16452.97,0.01641023348534346,0.009167538911286228
2018,Russian Federation,RUS,Europe,L,"Manufacture of furniture, other manufacturing",199153.53,3268.15,0.01641020372573863,0.009167538911286228
2019,Russian Federation,RUS,Europe,A,"Manufacture of food products, beverages and tobacco products",1640076.96,26914.05,0.016410236017217143,0.009167538911286228
2019,Russian Federation,RUS,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",229787.72,3770.87,0.016410232887988967,0.009167538911286228
2019,Russian Federation,RUS,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",252128.2,4137.49,0.01641026271555502,0.009167538911286228
2019,Russian Federation,RUS,Europe,D,Manufacture of paper products and printing,378796.76,6216.14,0.01641022483930433,0.009167538911286228
2019,Russian Federation,RUS,Europe,E,Manufacture of coke and refined petroleum products,1600375.7,26262.55,0.01641024042042128,0.009167538911286228
2019,Russian Federation,RUS,Europe,F,Manufacturing of chemicals and pharmaceutical products,1343583.25,22048.52,0.01641023732619471,0.009167538911286228
2019,Russian Federation,RUS,Europe,G,Manufacture of rubber and plastics products,247338.2,4058.88,0.016410243140768388,0.009167538911286228
2019,Russian Federation,RUS,Europe,H,Manufacture of other non-metallic mineral products,460336.15,7554.23,0.016410247163947473,0.009167538911286228
2019,Russian Federation,RUS,Europe,I,Manufacture of basic metals,1870034.7,30687.72,0.016410240943657357,0.009167538911286228
2019,Russian Federation,RUS,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",1694349.83,27804.69,0.01641024156150799,0.009167538911286228
2019,Russian Federation,RUS,Europe,K,Manufacture of transport equipment,985643.17,16174.65,0.016410249157410586,0.009167538911286228
2019,Russian Federation,RUS,Europe,L,"Manufacture of furniture, other manufacturing",197050.62,3233.64,0.01641019957206935,0.009167538911286228
2020,Russian Federation,RUS,Europe,A,"Manufacture of food products, beverages and tobacco products",1645281.63,26999.46,0.01641023610042981,0.009167538911286228
2020,Russian Federation,RUS,Europe,B,"Manufacture of textiles, wearing apparel, leather and related products",230243.44,3778.35,0.01641023952734549,0.009167538911286228
2020,Russian Federation,RUS,Europe,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",249454.59,4093.61,0.01641024123869599,0.009167538911286228
2020,Russian Federation,RUS,Europe,D,Manufacture of paper products and printing,379604.01,6229.39,0.016410232336586752,0.009167538911286228
2020,Russian Federation,RUS,Europe,E,Manufacture of coke and refined petroleum products,1571756.76,25792.9,0.01641023640324601,0.009167538911286228
2020,Russian Federation,RUS,Europe,F,Manufacturing of chemicals and pharmaceutical products,1463957.96,24023.89,0.016410232162677677,0.009167538911286228
2020,Russian Federation,RUS,Europe,G,Manufacture of rubber and plastics products,251701.89,4130.49,0.016410246263943426,0.009167538911286228
2020,Russian Federation,RUS,Europe,H,Manufacture of other non-metallic mineral products,449705.88,7379.78,0.016410236841910984,0.009167538911286228
2020,Russian Federation,RUS,Europe,I,Manufacture of basic metals,1811619.0,29729.11,0.016410244096578805,0.009167538911286228
2020,Russian Federation,RUS,Europe,J,"Manufacture of fabricated metal products, machinery and equipment",1724729.87,28303.24,0.016410245159144833,0.009167538911286228
2020,Russian Federation,RUS,Europe,K,Manufacture of transport equipment,941373.9,15448.17,0.016410238269830936,0.009167538911286228
2020,Russian Federation,RUS,Europe,L,"Manufacture of furniture, other manufacturing",212887.29,3493.54,0.016410279824596384,0.009167538911286228
2000,Saudi Arabia,SAU,Middle East,A,"Manufacture of food products, beverages and tobacco products",8340.0,2224.0,0.26666666666666666,3.21946204973866e-07
2000,Saudi Arabia,SAU,Middle East,B,"Manufacture of textiles, wearing apparel, leather and related products",2055.75,548.2,0.26666666666666666,3.21946204973866e-07
2000,Saudi Arabia,SAU,Middle East,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",704.25,187.8,0.26666666666666666,3.21946204973866e-07
2000,Saudi Arabia,SAU,Middle East,D,Manufacture of paper products and printing,2662.88,710.1,0.266666165955657,3.21946204973866e-07
2000,Saudi Arabia,SAU,Middle East,E,Manufacture of coke and refined petroleum products,21644.25,5771.8,0.26666666666666666,3.21946204973866e-07
2000,Saudi Arabia,SAU,Middle East,F,Manufacturing of chemicals and pharmaceutical products,16234.88,4329.3,0.26666658453896797,3.21946204973866e-07
2000,Saudi Arabia,SAU,Middle East,G,Manufacture of rubber and plastics products,1566.38,417.7,0.2666658154470818,3.21946204973866e-07
2000,Saudi Arabia,SAU,Middle East,H,Manufacture of other non-metallic mineral products,3959.25,1055.8,0.26666666666666666,3.21946204973866e-07
2000,Saudi Arabia,SAU,Middle East,I,Manufacture of basic metals,2328.38,620.9,0.26666609402245334,3.21946204973866e-07
2000,Saudi Arabia,SAU,Middle East,J,"Manufacture of fabricated metal products, machinery and equipment",6838.5,1823.6,0.26666666666666666,3.21946204973866e-07
2000,Saudi Arabia,SAU,Middle East,K,Manufacture of transport equipment,664.12,177.1,0.26666867433596336,3.21946204973866e-07
2001,Saudi Arabia,SAU,Middle East,A,"Manufacture of food products, beverages and tobacco products",8667.0,2311.2,0.26666666666666666,3.21946204973866e-07
2001,Saudi Arabia,SAU,Middle East,B,"Manufacture of textiles, wearing apparel, leather and related products",2136.0,569.6,0.26666666666666666,3.21946204973866e-07
2001,Saudi Arabia,SAU,Middle East,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",732.0,195.2,0.26666666666666666,3.21946204973866e-07
2001,Saudi Arabia,SAU,Middle East,D,Manufacture of paper products and printing,2769.0,738.4,0.26666666666666666,3.21946204973866e-07
2001,Saudi Arabia,SAU,Middle East,E,Manufacture of coke and refined petroleum products,19618.88,5231.7,0.26666659870492093,3.21946204973866e-07
2001,Saudi Arabia,SAU,Middle East,F,Manufacturing of chemicals and pharmaceutical products,17238.75,4597.0,0.26666666666666666,3.21946204973866e-07
2001,Saudi Arabia,SAU,Middle East,G,Manufacture of rubber and plastics products,1668.75,445.0,0.26666666666666666,3.21946204973866e-07
2001,Saudi Arabia,SAU,Middle East,H,Manufacture of other non-metallic mineral products,4220.25,1125.4,0.26666666666666666,3.21946204973866e-07
2001,Saudi Arabia,SAU,Middle East,I,Manufacture of basic metals,2416.12,644.3,0.26666721851563663,3.21946204973866e-07
2001,Saudi Arabia,SAU,Middle East,J,"Manufacture of fabricated metal products, machinery and equipment",7098.39,1892.9,0.26666610315860356,3.21946204973866e-07
2001,Saudi Arabia,SAU,Middle East,K,Manufacture of transport equipment,689.25,183.8,0.26666666666666666,3.21946204973866e-07
2002,Saudi Arabia,SAU,Middle East,A,"Manufacture of food products, beverages and tobacco products",9120.75,2432.2,0.26666666666666666,3.21946204973866e-07
2002,Saudi Arabia,SAU,Middle East,B,"Manufacture of textiles, wearing apparel, leather and related products",2248.5,599.6,0.26666666666666666,3.21946204973866e-07
2002,Saudi Arabia,SAU,Middle East,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",769.88,205.3,0.266664934795033,3.21946204973866e-07
2002,Saudi Arabia,SAU,Middle East,D,Manufacture of paper products and printing,2914.5,777.2,0.26666666666666666,3.21946204973866e-07
2002,Saudi Arabia,SAU,Middle East,E,Manufacture of coke and refined petroleum products,20952.75,5587.4,0.26666666666666666,3.21946204973866e-07
2002,Saudi Arabia,SAU,Middle East,F,Manufacturing of chemicals and pharmaceutical products,18122.25,4832.6,0.26666666666666666,3.21946204973866e-07
2002,Saudi Arabia,SAU,Middle East,G,Manufacture of rubber and plastics products,1755.75,468.2,0.26666666666666666,3.21946204973866e-07
2002,Saudi Arabia,SAU,Middle East,H,Manufacture of other non-metallic mineral products,4438.88,1183.7,0.2666663662905958,3.21946204973866e-07
2002,Saudi Arabia,SAU,Middle East,I,Manufacture of basic metals,2541.75,677.8,0.26666666666666666,3.21946204973866e-07
2002,Saudi Arabia,SAU,Middle East,J,"Manufacture of fabricated metal products, machinery and equipment",7470.38,1992.1,0.26666648818400135,3.21946204973866e-07
2002,Saudi Arabia,SAU,Middle East,K,Manufacture of transport equipment,726.0,193.6,0.26666666666666666,3.21946204973866e-07
2003,Saudi Arabia,SAU,Middle East,A,"Manufacture of food products, beverages and tobacco products",10087.12,2689.9,0.2666667988484324,3.21946204973866e-07
2003,Saudi Arabia,SAU,Middle East,B,"Manufacture of textiles, wearing apparel, leather and related products",2489.62,663.9,0.26666720222363255,3.21946204973866e-07
2003,Saudi Arabia,SAU,Middle East,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",853.5,227.6,0.26666666666666666,3.21946204973866e-07
2003,Saudi Arabia,SAU,Middle East,D,Manufacture of paper products and printing,3226.88,860.5,0.2666662534708449,3.21946204973866e-07
2003,Saudi Arabia,SAU,Middle East,E,Manufacture of coke and refined petroleum products,30351.0,8093.6,0.26666666666666666,3.21946204973866e-07
2003,Saudi Arabia,SAU,Middle East,F,Manufacturing of chemicals and pharmaceutical products,19100.62,5093.5,0.26666673647242867,3.21946204973866e-07
2003,Saudi Arabia,SAU,Middle East,G,Manufacture of rubber and plastics products,1843.5,491.6,0.26666666666666666,3.21946204973866e-07
2003,Saudi Arabia,SAU,Middle East,H,Manufacture of other non-metallic mineral products,4664.62,1243.9,0.2666669525063135,3.21946204973866e-07
2003,Saudi Arabia,SAU,Middle East,I,Manufacture of basic metals,2818.5,751.6,0.26666666666666666,3.21946204973866e-07
2003,Saudi Arabia,SAU,Middle East,J,"Manufacture of fabricated metal products, machinery and equipment",8273.98,2206.4,0.2666673112577019,3.21946204973866e-07
2003,Saudi Arabia,SAU,Middle East,K,Manufacture of transport equipment,804.38,214.5,0.26666500907531265,3.21946204973866e-07
2004,Saudi Arabia,SAU,Middle East,A,"Manufacture of food products, beverages and tobacco products",12077.25,3220.6,0.26666666666666666,3.21946204973866e-07
2004,Saudi Arabia,SAU,Middle East,B,"Manufacture of textiles, wearing apparel, leather and related products",2981.25,795.0,0.26666666666666666,3.21946204973866e-07
2004,Saudi Arabia,SAU,Middle East,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1018.88,271.7,0.266665358040201,3.21946204973866e-07
2004,Saudi Arabia,SAU,Middle East,D,Manufacture of paper products and printing,3861.0,1029.6,0.26666666666666666,3.21946204973866e-07
2004,Saudi Arabia,SAU,Middle East,E,Manufacture of coke and refined petroleum products,33903.0,9040.8,0.26666666666666666,3.21946204973866e-07
2004,Saudi Arabia,SAU,Middle East,F,Manufacturing of chemicals and pharmaceutical products,22609.12,6029.1,0.2666667256399188,3.21946204973866e-07
2004,Saudi Arabia,SAU,Middle East,G,Manufacture of rubber and plastics products,2197.88,586.1,0.26666606002147525,3.21946204973866e-07
2004,Saudi Arabia,SAU,Middle East,H,Manufacture of other non-metallic mineral products,5542.88,1478.1,0.2666664261178304,3.21946204973866e-07
2004,Saudi Arabia,SAU,Middle East,I,Manufacture of basic metals,3355.5,894.8,0.26666666666666666,3.21946204973866e-07
2004,Saudi Arabia,SAU,Middle East,J,"Manufacture of fabricated metal products, machinery and equipment",9896.62,2639.1,0.26666680139279875,3.21946204973866e-07
2004,Saudi Arabia,SAU,Middle East,K,Manufacture of transport equipment,960.0,256.0,0.26666666666666666,3.21946204973866e-07
2005,Saudi Arabia,SAU,Middle East,A,"Manufacture of food products, beverages and tobacco products",13911.38,3709.7,0.2666665708218739,3.21946204973866e-07
2005,Saudi Arabia,SAU,Middle East,B,"Manufacture of textiles, wearing apparel, leather and related products",3429.75,914.6,0.26666666666666666,3.21946204973866e-07
2005,Saudi Arabia,SAU,Middle East,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1173.38,312.9,0.26666553034822477,3.21946204973866e-07
2005,Saudi Arabia,SAU,Middle East,D,Manufacture of paper products and printing,4446.0,1185.6,0.26666666666666666,3.21946204973866e-07
2005,Saudi Arabia,SAU,Middle East,E,Manufacture of coke and refined petroleum products,41787.0,11143.2,0.26666666666666666,3.21946204973866e-07
2005,Saudi Arabia,SAU,Middle East,F,Manufacturing of chemicals and pharmaceutical products,26195.62,6985.5,0.266666717565761,3.21946204973866e-07
2005,Saudi Arabia,SAU,Middle East,G,Manufacture of rubber and plastics products,2535.75,676.2,0.26666666666666666,3.21946204973866e-07
2005,Saudi Arabia,SAU,Middle East,H,Manufacture of other non-metallic mineral products,6394.12,1705.1,0.2666668751915823,3.21946204973866e-07
2005,Saudi Arabia,SAU,Middle East,I,Manufacture of basic metals,3859.88,1029.3,0.26666632123278444,3.21946204973866e-07
2005,Saudi Arabia,SAU,Middle East,J,"Manufacture of fabricated metal products, machinery and equipment",11394.76,3038.6,0.2666664326409683,3.21946204973866e-07
2005,Saudi Arabia,SAU,Middle East,K,Manufacture of transport equipment,1101.0,293.6,0.26666666666666666,3.21946204973866e-07
2006,Saudi Arabia,SAU,Middle East,A,"Manufacture of food products, beverages and tobacco products",16393.5,4371.6,0.26666666666666666,3.21946204973866e-07
2006,Saudi Arabia,SAU,Middle East,B,"Manufacture of textiles, wearing apparel, leather and related products",4035.0,1076.0,0.26666666666666666,3.21946204973866e-07
2006,Saudi Arabia,SAU,Middle East,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1379.62,367.9,0.2666676331163654,3.21946204973866e-07
2006,Saudi Arabia,SAU,Middle East,D,Manufacture of paper products and printing,5229.38,1394.5,0.2666664116969889,3.21946204973866e-07
2006,Saudi Arabia,SAU,Middle East,E,Manufacture of coke and refined petroleum products,46297.5,12346.0,0.26666666666666666,3.21946204973866e-07
2006,Saudi Arabia,SAU,Middle East,F,Manufacturing of chemicals and pharmaceutical products,30754.5,8201.2,0.26666666666666666,3.21946204973866e-07
2006,Saudi Arabia,SAU,Middle East,G,Manufacture of rubber and plastics products,2980.5,794.8,0.26666666666666666,3.21946204973866e-07
2006,Saudi Arabia,SAU,Middle East,H,Manufacture of other non-metallic mineral products,7510.88,2002.9,0.2666664891464116,3.21946204973866e-07
2006,Saudi Arabia,SAU,Middle East,I,Manufacture of basic metals,4549.5,1213.2,0.26666666666666666,3.21946204973866e-07
2006,Saudi Arabia,SAU,Middle East,J,"Manufacture of fabricated metal products, machinery and equipment",13431.0,3581.6,0.26666666666666666,3.21946204973866e-07
2006,Saudi Arabia,SAU,Middle East,K,Manufacture of transport equipment,1295.25,345.4,0.26666666666666666,3.21946204973866e-07
2007,Saudi Arabia,SAU,Middle East,A,"Manufacture of food products, beverages and tobacco products",19364.62,5163.9,0.266666735520759,3.21946204973866e-07
2007,Saudi Arabia,SAU,Middle East,B,"Manufacture of textiles, wearing apparel, leather and related products",4767.38,1271.3,0.2666663869882409,3.21946204973866e-07
2007,Saudi Arabia,SAU,Middle East,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1632.75,435.4,0.26666666666666666,3.21946204973866e-07
2007,Saudi Arabia,SAU,Middle East,D,Manufacture of paper products and printing,6182.62,1648.7,0.26666688232496905,3.21946204973866e-07
2007,Saudi Arabia,SAU,Middle East,E,Manufacture of coke and refined petroleum products,49428.38,13180.9,0.26666663969161036,3.21946204973866e-07
2007,Saudi Arabia,SAU,Middle East,F,Manufacturing of chemicals and pharmaceutical products,36248.25,9666.2,0.26666666666666666,3.21946204973866e-07
2007,Saudi Arabia,SAU,Middle East,G,Manufacture of rubber and plastics products,3517.88,938.1,0.2666662876505168,3.21946204973866e-07
2007,Saudi Arabia,SAU,Middle East,H,Manufacture of other non-metallic mineral products,8869.88,2365.3,0.2666665163452043,3.21946204973866e-07
2007,Saudi Arabia,SAU,Middle East,I,Manufacture of basic metals,5389.12,1437.1,0.2666669140787364,3.21946204973866e-07
2007,Saudi Arabia,SAU,Middle East,J,"Manufacture of fabricated metal products, machinery and equipment",15917.61,4244.7,0.2666669179606737,3.21946204973866e-07
2007,Saudi Arabia,SAU,Middle East,K,Manufacture of transport equipment,1534.5,409.2,0.26666666666666666,3.21946204973866e-07
2008,Saudi Arabia,SAU,Middle East,A,"Manufacture of food products, beverages and tobacco products",22789.5,6077.2,0.26666666666666666,3.21946204973866e-07
2008,Saudi Arabia,SAU,Middle East,B,"Manufacture of textiles, wearing apparel, leather and related products",5620.12,1498.7,0.2666669039095251,3.21946204973866e-07
2008,Saudi Arabia,SAU,Middle East,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1925.25,513.4,0.26666666666666666,3.21946204973866e-07
2008,Saudi Arabia,SAU,Middle East,D,Manufacture of paper products and printing,7283.62,1942.3,0.26666684972582316,3.21946204973866e-07
2008,Saudi Arabia,SAU,Middle East,E,Manufacture of coke and refined petroleum products,49407.38,13175.3,0.2666666396801449,3.21946204973866e-07
2008,Saudi Arabia,SAU,Middle East,F,Manufacturing of chemicals and pharmaceutical products,44532.38,11875.3,0.26666663672590596,3.21946204973866e-07
2008,Saudi Arabia,SAU,Middle East,G,Manufacture of rubber and plastics products,4270.5,1138.8,0.26666666666666666,3.21946204973866e-07
2008,Saudi Arabia,SAU,Middle East,H,Manufacture of other non-metallic mineral products,10770.75,2872.2,0.26666666666666666,3.21946204973866e-07
2008,Saudi Arabia,SAU,Middle East,I,Manufacture of basic metals,6339.75,1690.6,0.26666666666666666,3.21946204973866e-07
2008,Saudi Arabia,SAU,Middle East,J,"Manufacture of fabricated metal products, machinery and equipment",18695.99,4985.6,0.26666680929974823,3.21946204973866e-07
2008,Saudi Arabia,SAU,Middle East,K,Manufacture of transport equipment,1803.38,480.9,0.2666659273142654,3.21946204973866e-07
2009,Saudi Arabia,SAU,Middle East,A,"Manufacture of food products, beverages and tobacco products",22589.25,6023.8,0.26666666666666666,3.21946204973866e-07
2009,Saudi Arabia,SAU,Middle East,B,"Manufacture of textiles, wearing apparel, leather and related products",5559.75,1482.6,0.26666666666666666,3.21946204973866e-07
2009,Saudi Arabia,SAU,Middle East,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1904.62,507.9,0.2666673667188206,3.21946204973866e-07
2009,Saudi Arabia,SAU,Middle East,D,Manufacture of paper products and printing,7207.5,1922.0,0.26666666666666666,3.21946204973866e-07
2009,Saudi Arabia,SAU,Middle East,E,Manufacture of coke and refined petroleum products,47698.88,12719.7,0.2666666387135296,3.21946204973866e-07
2009,Saudi Arabia,SAU,Middle East,F,Manufacturing of chemicals and pharmaceutical products,43782.38,11675.3,0.2666666362130154,3.21946204973866e-07
2009,Saudi Arabia,SAU,Middle East,G,Manufacture of rubber and plastics products,4203.0,1120.8,0.26666666666666666,3.21946204973866e-07
