Year,Country,ISO3,Continent,Ind Code,Industry,Value (LCU),Value (USD)
2012,Myanmar,MMR,Asia,B,"Manufacture of textiles, wearing apparel, leather and related products",1229221.75,1918.7
2012,Myanmar,MMR,Asia,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",179895.48,280.8
2012,Myanmar,MMR,Asia,D,Manufacture of paper products and printing,223139.59,348.3
2012,Myanmar,MMR,Asia,E,Manufacture of coke and refined petroleum products,388364.09,606.2
2012,Myanmar,MMR,Asia,F,Manufacturing of chemicals and pharmaceutical products,440064.84,686.9
2012,Myanmar,MMR,Asia,G,Manufacture of rubber and plastics products,181433.05,283.2
2012,Myanmar,MMR,Asia,H,Manufacture of other non-metallic mineral products,316098.41,493.4
2012,Myanmar,MMR,Asia,I,Manufacture of basic metals,269971.34,421.4
2012,Myanmar,MMR,Asia,J,"Manufacture of fabricated metal products, machinery and equipment",748026.94,1167.6
2012,Myanmar,MMR,Asia,K,Manufacture of transport equipment,299377.34,467.3
2013,Myanmar,MMR,Asia,A,"Manufacture of food products, beverages and tobacco products",2364920.75,2533.2
2013,Myanmar,MMR,Asia,B,"Manufacture of textiles, wearing apparel, leather and related products",1825877.12,1955.8
2013,Myanmar,MMR,Asia,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",267187.88,286.2
2013,Myanmar,MMR,Asia,D,Manufacture of paper products and printing,331510.88,355.1
2013,Myanmar,MMR,Asia,E,Manufacture of coke and refined petroleum products,557248.19,596.9
2013,Myanmar,MMR,Asia,F,Manufacturing of chemicals and pharmaceutical products,637068.5,682.4
2013,Myanmar,MMR,Asia,G,Manufacture of rubber and plastics products,269895.22,289.1
2013,Myanmar,MMR,Asia,H,Manufacture of other non-metallic mineral products,468559.0,501.9
2013,Myanmar,MMR,Asia,I,Manufacture of basic metals,386031.38,413.5
2013,Myanmar,MMR,Asia,J,"Manufacture of fabricated metal products, machinery and equipment",1139142.62,1220.2
2013,Myanmar,MMR,Asia,K,Manufacture of transport equipment,459970.16,492.7
2014,Myanmar,MMR,Asia,A,"Manufacture of food products, beverages and tobacco products",2669447.25,2711.9
2014,Myanmar,MMR,Asia,B,"Manufacture of textiles, wearing apparel, leather and related products",2054624.88,2087.3
2014,Myanmar,MMR,Asia,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",301603.53,306.4
2014,Myanmar,MMR,Asia,D,Manufacture of paper products and printing,379169.97,385.2
2014,Myanmar,MMR,Asia,E,Manufacture of coke and refined petroleum products,639726.31,649.9
2014,Myanmar,MMR,Asia,F,Manufacturing of chemicals and pharmaceutical products,740326.44,752.1
2014,Myanmar,MMR,Asia,G,Manufacture of rubber and plastics products,304851.88,309.7
2014,Myanmar,MMR,Asia,H,Manufacture of other non-metallic mineral products,528593.69,537.0
2014,Myanmar,MMR,Asia,I,Manufacture of basic metals,451519.41,458.7
2014,Myanmar,MMR,Asia,J,"Manufacture of fabricated metal products, machinery and equipment",1284472.75,1304.9
2014,Myanmar,MMR,Asia,K,Manufacture of transport equipment,534302.88,542.8
2015,Myanmar,MMR,Asia,A,"Manufacture of food products, beverages and tobacco products",3030356.75,2606.5
2015,Myanmar,MMR,Asia,B,"Manufacture of textiles, wearing apparel, leather and related products",2330113.75,2004.2
2015,Myanmar,MMR,Asia,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",342506.47,294.6
2015,Myanmar,MMR,Asia,D,Manufacture of paper products and printing,424819.62,365.4
2015,Myanmar,MMR,Asia,E,Manufacture of coke and refined petroleum products,711404.31,611.9
2015,Myanmar,MMR,Asia,F,Manufacturing of chemicals and pharmaceutical products,832083.81,715.7
2015,Myanmar,MMR,Asia,G,Manufacture of rubber and plastics products,346110.59,297.7
2015,Myanmar,MMR,Asia,H,Manufacture of other non-metallic mineral products,597468.0,513.9
2015,Myanmar,MMR,Asia,I,Manufacture of basic metals,538174.62,462.9
2015,Myanmar,MMR,Asia,J,"Manufacture of fabricated metal products, machinery and equipment",1455943.12,1252.3
2015,Myanmar,MMR,Asia,K,Manufacture of transport equipment,656063.81,564.3
2016,Myanmar,MMR,Asia,A,"Manufacture of food products, beverages and tobacco products",3647434.0,2953.7
2016,Myanmar,MMR,Asia,B,"Manufacture of textiles, wearing apparel, leather and related products",2902313.75,2350.3
2016,Myanmar,MMR,Asia,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",415904.06,336.8
2016,Myanmar,MMR,Asia,D,Manufacture of paper products and printing,445170.47,360.5
2016,Myanmar,MMR,Asia,E,Manufacture of coke and refined petroleum products,799454.5,647.4
2016,Myanmar,MMR,Asia,F,Manufacturing of chemicals and pharmaceutical products,946280.5,766.3
2016,Myanmar,MMR,Asia,G,Manufacture of rubber and plastics products,336131.47,272.2
2016,Myanmar,MMR,Asia,H,Manufacture of other non-metallic mineral products,557420.12,451.4
2016,Myanmar,MMR,Asia,I,Manufacture of basic metals,527412.75,427.1
2016,Myanmar,MMR,Asia,J,"Manufacture of fabricated metal products, machinery and equipment",1544945.25,1251.1
2016,Myanmar,MMR,Asia,K,Manufacture of transport equipment,720422.88,583.4
2017,Myanmar,MMR,Asia,A,"Manufacture of food products, beverages and tobacco products",4563323.5,3354.5
2017,Myanmar,MMR,Asia,B,"Manufacture of textiles, wearing apparel, leather and related products",3742346.75,2751.0
2017,Myanmar,MMR,Asia,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",575703.81,423.2
2017,Myanmar,MMR,Asia,D,Manufacture of paper products and printing,442796.75,325.5
2017,Myanmar,MMR,Asia,E,Manufacture of coke and refined petroleum products,801115.25,588.9
2017,Myanmar,MMR,Asia,F,Manufacturing of chemicals and pharmaceutical products,924499.75,679.6
2017,Myanmar,MMR,Asia,G,Manufacture of rubber and plastics products,446061.62,327.9
2017,Myanmar,MMR,Asia,H,Manufacture of other non-metallic mineral products,765881.94,563.0
2017,Myanmar,MMR,Asia,I,Manufacture of basic metals,717725.25,527.6
2017,Myanmar,MMR,Asia,J,"Manufacture of fabricated metal products, machinery and equipment",1634062.88,1201.2
2017,Myanmar,MMR,Asia,K,Manufacture of transport equipment,808189.12,594.1
2018,Myanmar,MMR,Asia,A,"Manufacture of food products, beverages and tobacco products",4966724.0,3473.7
2018,Myanmar,MMR,Asia,B,"Manufacture of textiles, wearing apparel, leather and related products",3881928.75,2715.0
2018,Myanmar,MMR,Asia,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",558340.0,390.5
2018,Myanmar,MMR,Asia,D,Manufacture of paper products and printing,557053.19,389.6
2018,Myanmar,MMR,Asia,E,Manufacture of coke and refined petroleum products,1075644.5,752.3
2018,Myanmar,MMR,Asia,F,Manufacturing of chemicals and pharmaceutical products,1092802.25,764.3
2018,Myanmar,MMR,Asia,G,Manufacture of rubber and plastics products,450818.47,315.3
2018,Myanmar,MMR,Asia,H,Manufacture of other non-metallic mineral products,755939.5,528.7
2018,Myanmar,MMR,Asia,I,Manufacture of basic metals,714475.06,499.7
2018,Myanmar,MMR,Asia,J,"Manufacture of fabricated metal products, machinery and equipment",2072363.75,1449.4
2018,Myanmar,MMR,Asia,K,Manufacture of transport equipment,928231.31,649.2
2000,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",6105.0,2773.55
2000,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",862.0,391.61
2000,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1071.0,486.56
2000,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,2013.17,914.6
2000,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,1186.0,538.81
2000,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1160.45,527.2
2000,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,772.0,350.73
2000,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,589.0,267.59
2000,New Zealand,NZL,Oceania,I,Manufacture of basic metals,697.0,316.65
2000,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",3896.54,1770.23
2000,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,677.0,307.57
2001,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",6359.0,2673.25
2001,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",863.0,362.8
2001,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1078.0,453.18
2001,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1800.0,756.7
2001,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,1329.0,558.7
2001,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1243.14,522.6
2001,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,928.0,390.12
2001,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,607.0,255.18
2001,New Zealand,NZL,Oceania,I,Manufacture of basic metals,722.0,303.52
2001,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",4378.43,1840.64
2001,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,782.0,328.74
2002,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",6819.0,3153.75
2002,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",916.0,423.64
2002,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1238.0,572.57
2002,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1764.56,816.1
2002,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,1613.0,746.0
2002,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1253.64,579.8
2002,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1042.0,481.92
2002,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,724.0,334.85
2002,New Zealand,NZL,Oceania,I,Manufacture of basic metals,760.0,351.5
2002,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",4496.75,2079.72
2002,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,886.0,409.77
2003,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",6769.0,3930.67
2003,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",885.0,513.91
2003,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1225.0,711.34
2003,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1700.92,987.7
2003,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,1598.0,927.94
2003,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,995.72,578.2
2003,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1174.0,681.73
2003,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,784.0,455.26
2003,New Zealand,NZL,Oceania,I,Manufacture of basic metals,774.0,449.45
2003,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",4993.82,2899.85
2003,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,909.0,527.84
2004,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",7221.0,4786.3
2004,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",886.0,587.27
2004,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1347.0,892.83
2004,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1795.33,1190.0
2004,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,1735.0,1150.01
2004,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1044.91,692.6
2004,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1234.0,817.93
2004,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,886.0,587.27
2004,New Zealand,NZL,Oceania,I,Manufacture of basic metals,803.0,532.25
2004,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",5210.93,3453.96
2004,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,936.0,620.41
2005,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",7757.0,5461.63
2005,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",831.0,585.1
2005,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1345.0,947.0
2005,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1814.97,1277.9
2005,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,2007.0,1413.11
2005,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1058.25,745.1
2005,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1250.0,880.11
2005,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,960.0,675.93
2005,New Zealand,NZL,Oceania,I,Manufacture of basic metals,838.0,590.03
2005,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",5493.19,3867.7
2005,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,943.0,663.96
2006,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",7856.0,5094.5
2006,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",712.0,461.72
2006,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1362.0,883.24
2006,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1679.45,1089.1
2006,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,1508.0,977.92
2006,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1021.0,662.1
2006,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1133.0,734.73
2006,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,957.0,620.6
2006,New Zealand,NZL,Oceania,I,Manufacture of basic metals,1085.0,703.61
2006,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",5421.71,3515.9
2006,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,916.0,594.01
2007,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",6938.0,5098.94
2007,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",717.0,526.94
2007,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1455.0,1069.32
2007,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1720.71,1264.6
2007,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,1869.0,1373.58
2007,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1030.17,757.1
2007,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1102.0,809.89
2007,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,1063.0,781.23
2007,New Zealand,NZL,Oceania,I,Manufacture of basic metals,1087.0,798.87
2007,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",5654.5,4155.67
2007,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,1023.0,751.83
2008,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",9468.0,6654.83
2008,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",705.0,495.53
2008,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1096.0,770.35
2008,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1437.67,1010.5
2008,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,1523.0,1070.48
2008,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,760.73,534.7
2008,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1049.0,737.32
2008,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,988.0,694.44
2008,New Zealand,NZL,Oceania,I,Manufacture of basic metals,783.0,550.35
2008,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",5421.01,3810.3
2008,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,887.0,623.45
2009,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",6919.0,4322.01
2009,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",727.0,454.13
2009,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1229.0,767.7
2009,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1474.73,921.2
2009,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,1170.0,730.85
2009,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1048.89,655.2
2009,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1113.0,695.24
2009,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,859.0,536.58
2009,New Zealand,NZL,Oceania,I,Manufacture of basic metals,614.0,383.54
2009,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",5392.02,3368.17
2009,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,1037.0,647.77
2010,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",7271.0,5239.1
2010,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",674.0,485.65
2010,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1376.0,991.47
2010,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1571.58,1132.4
2010,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,1482.0,1067.85
2010,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1048.09,755.2
2010,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1102.0,794.04
2010,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,868.0,625.44
2010,New Zealand,NZL,Oceania,I,Manufacture of basic metals,725.0,522.4
2010,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",5623.65,4052.11
2010,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,1090.0,785.4
2011,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",8518.0,6729.28
2011,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",606.0,478.74
2011,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1251.0,988.3
2011,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1519.23,1200.2
2011,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,1888.0,1491.53
2011,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,985.56,778.6
2011,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1109.0,876.12
2011,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,827.0,653.34
2011,New Zealand,NZL,Oceania,I,Manufacture of basic metals,732.0,578.29
2011,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",5562.53,4394.44
2011,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,1044.0,824.77
2012,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",8209.0,6650.82
2012,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",647.0,524.19
2012,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1177.0,953.59
2012,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1350.92,1094.5
2012,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,1867.0,1512.62
2012,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1168.87,947.0
2012,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1305.0,1057.29
2012,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,906.0,734.03
2012,New Zealand,NZL,Oceania,I,Manufacture of basic metals,563.0,456.13
2012,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",5747.77,4656.77
2012,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,915.0,741.32
2013,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",8513.0,6981.26
2013,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",624.0,511.72
2013,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1205.0,988.18
2013,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1408.54,1155.1
2013,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,1550.0,1271.11
2013,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1417.93,1162.8
2013,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1297.0,1063.63
2013,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,1064.0,872.55
2013,New Zealand,NZL,Oceania,I,Manufacture of basic metals,658.0,539.61
2013,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",5769.1,4731.07
2013,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,981.0,804.49
2014,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",10506.0,8715.54
2014,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",657.0,545.03
2014,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1243.0,1031.16
2014,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1359.49,1127.8
2014,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,2198.0,1823.41
2014,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1252.32,1038.9
2014,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1296.0,1075.13
2014,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,1095.0,908.39
2014,New Zealand,NZL,Oceania,I,Manufacture of basic metals,723.0,599.78
2014,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",6409.86,5317.47
2014,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,998.0,827.92
2015,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",11187.0,7801.39
2015,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",671.0,467.93
2015,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1409.0,982.58
2015,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1421.07,991.0
2015,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,2670.0,1861.96
2015,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1380.2,962.5
2015,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1303.0,908.66
2015,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,1115.0,777.56
2015,New Zealand,NZL,Oceania,I,Manufacture of basic metals,635.0,442.83
2015,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",6856.52,4781.48
2015,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,1119.0,780.35
2016,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",9114.0,6344.48
2016,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",730.0,508.17
2016,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1491.0,1037.92
2016,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1459.08,1015.7
2016,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,2332.0,1623.36
2016,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1533.78,1067.7
2016,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1345.0,936.29
2016,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,1139.0,792.89
2016,New Zealand,NZL,Oceania,I,Manufacture of basic metals,766.0,533.23
2016,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",7170.44,4991.52
2016,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,1235.0,859.71
2017,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",10722.0,7618.26
2017,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",676.0,480.32
2017,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1536.0,1091.37
2017,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1492.42,1060.4
2017,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,2473.0,1757.13
2017,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1545.76,1098.3
2017,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1402.0,996.16
2017,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,1178.0,837.0
2017,New Zealand,NZL,Oceania,I,Manufacture of basic metals,859.0,610.34
2017,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",5827.0,4140.24
2017,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,1298.0,922.26
2017,New Zealand,NZL,Oceania,L,"Manufacture of furniture, other manufacturing",0.0,0.0
2018,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",11012.0,7619.4
2018,New Zealand,NZL,Oceania,B,"Manufacture of textiles, wearing apparel, leather and related products",633.0,437.98
2018,New Zealand,NZL,Oceania,C,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1606.0,1111.22
2018,New Zealand,NZL,Oceania,D,Manufacture of paper products and printing,1615.65,1117.9
2018,New Zealand,NZL,Oceania,E,Manufacture of coke and refined petroleum products,2235.0,1546.44
2018,New Zealand,NZL,Oceania,F,Manufacturing of chemicals and pharmaceutical products,1494.25,1033.9
2018,New Zealand,NZL,Oceania,G,Manufacture of rubber and plastics products,1508.0,1043.41
2018,New Zealand,NZL,Oceania,H,Manufacture of other non-metallic mineral products,1208.0,835.84
2018,New Zealand,NZL,Oceania,I,Manufacture of basic metals,878.0,607.5
2018,New Zealand,NZL,Oceania,J,"Manufacture of fabricated metal products, machinery and equipment",8093.84,5600.27
2018,New Zealand,NZL,Oceania,K,Manufacture of transport equipment,1337.0,925.09
2019,New Zealand,NZL,Oceania,A,"Manufacture of food products, beverages and tobacco products",12136.0,7995.39
