Country ISO3,Country,Year,ISIC Division,ISIC Division Desc,Measure,Value LCU,Value USD
CHE,Switzerland,2013,19,Manufacture of coke and refined petroleum products,Current prices,4411880000.0,4759800000.0
CHE,Switzerland,2013,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,30240150000.0,32624900000.0
CHE,Switzerland,2013,22,Manufacture of rubber and plastics products,Current prices,2941080000.0,3173020000.0
CHE,Switzerland,2013,23,Manufacture of other non-metallic mineral products,Current prices,2882910000.0,3110260000.0
CHE,Switzerland,2013,24,Manufacture of basic metals,Current prices,1622490000.0,1750440000.0
CHE,Switzerland,2013,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,52562780000.0,56707900000.0
CHE,Switzerland,2013,29-30,Manufacture of transport equipment,Current prices,2752530000.0,2969600000.0
CHE,Switzerland,2013,31-32,"Manufacture of furniture, other manufacturing",Current prices,4421560000.0,4770250000.0
CHE,Switzerland,2014,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,11998210000.0,13096320000.0
CHE,Switzerland,2014,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1159440000.0,1265560000.0
CHE,Switzerland,2014,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3639900000.0,3973030000.0
CHE,Switzerland,2014,17-18,Manufacture of paper products and printing,Current prices,3020820000.0,3297300000.0
CHE,Switzerland,2014,19,Manufacture of coke and refined petroleum products,Current prices,4271649999.9999995,4662600000.0
CHE,Switzerland,2014,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,30551530000.0,33347699999.999996
CHE,Switzerland,2014,22,Manufacture of rubber and plastics products,Current prices,2936530000.0,3205290000.0
CHE,Switzerland,2014,23,Manufacture of other non-metallic mineral products,Current prices,2951370000.0,3221490000.0
CHE,Switzerland,2014,24,Manufacture of basic metals,Current prices,1639090000.0,1789100000.0
CHE,Switzerland,2014,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,53001610000.0,57852480000.0
CHE,Switzerland,2014,29-30,Manufacture of transport equipment,Current prices,2808220000.0,3065240000.0
CHE,Switzerland,2014,31-32,"Manufacture of furniture, other manufacturing",Current prices,4559290000.0,4976570000.0
CHE,Switzerland,2015,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,11745250000.0,12204370000.0
CHE,Switzerland,2015,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1107570000.0,1150870000.0
CHE,Switzerland,2015,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3585590000.0,3725750000.0
CHE,Switzerland,2015,17-18,Manufacture of paper products and printing,Current prices,2712280000.0,2818300000.0
CHE,Switzerland,2015,19,Manufacture of coke and refined petroleum products,Current prices,4261040000.0,4427600000.0
CHE,Switzerland,2015,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,33074339999.999996,34367200000.0
CHE,Switzerland,2015,22,Manufacture of rubber and plastics products,Current prices,2778860000.0,2887490000.0
CHE,Switzerland,2015,23,Manufacture of other non-metallic mineral products,Current prices,2491800000.0,2589210000.0
CHE,Switzerland,2015,24,Manufacture of basic metals,Current prices,1511450000.0,1570530000.0
CHE,Switzerland,2015,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,49272180000.0,51198210000.0
CHE,Switzerland,2015,29-30,Manufacture of transport equipment,Current prices,2789040000.0,2898060000.0
CHE,Switzerland,2015,31-32,"Manufacture of furniture, other manufacturing",Current prices,4452600000.0,4626650000.0
CHE,Switzerland,2016,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,12416630000.0,12600680000.0
CHE,Switzerland,2016,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1070510000.0,1086370000.0
CHE,Switzerland,2016,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3501940000.0,3553850000.0
CHE,Switzerland,2016,17-18,Manufacture of paper products and printing,Current prices,2622720000.0,2661600000.0
CHE,Switzerland,2016,19,Manufacture of coke and refined petroleum products,Current prices,4754620000.0,4825100000.0
CHE,Switzerland,2016,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,36278460000.0,36816200000.0
CHE,Switzerland,2016,22,Manufacture of rubber and plastics products,Current prices,2862860000.0,2905300000.0
CHE,Switzerland,2016,23,Manufacture of other non-metallic mineral products,Current prices,2502330000.0,2539420000.0
CHE,Switzerland,2016,24,Manufacture of basic metals,Current prices,1513110000.0,1535540000.0
CHE,Switzerland,2016,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,48223810000.0,48938610000.0
CHE,Switzerland,2016,29-30,Manufacture of transport equipment,Current prices,2547160000.0,2584910000.0
CHE,Switzerland,2016,31-32,"Manufacture of furniture, other manufacturing",Current prices,4627390000.0,4695980000.0
CHE,Switzerland,2017,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,12876540000.0,13076710000.0
CHE,Switzerland,2017,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1075840000.0,1092560000.0
CHE,Switzerland,2017,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3506340000.0,3560850000.0
CHE,Switzerland,2017,17-18,Manufacture of paper products and printing,Current prices,2533710000.0,2573100000.0
CHE,Switzerland,2017,19,Manufacture of coke and refined petroleum products,Current prices,4800670000.0,4875300000.0
CHE,Switzerland,2017,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,38466500000.0,39064500000.0
CHE,Switzerland,2017,22,Manufacture of rubber and plastics products,Current prices,2906450000.0,2951640000.0
CHE,Switzerland,2017,23,Manufacture of other non-metallic mineral products,Current prices,2426900000.0,2464630000.0
CHE,Switzerland,2017,24,Manufacture of basic metals,Current prices,1568830000.0,1593220000.0
CHE,Switzerland,2017,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,47913310000.0,48658170000.0
CHE,Switzerland,2017,29-30,Manufacture of transport equipment,Current prices,2438100000.0,2476000000.0
CHE,Switzerland,2017,31-32,"Manufacture of furniture, other manufacturing",Current prices,4645570000.0,4717790000.0
CHE,Switzerland,2018,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,12023330000.0,12295150000.0
CHE,Switzerland,2018,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1133170000.0,1158790000.0
CHE,Switzerland,2018,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3660820000.0,3743580000.0
CHE,Switzerland,2018,17-18,Manufacture of paper products and printing,Current prices,2478170000.0,2534200000.0
CHE,Switzerland,2018,19,Manufacture of coke and refined petroleum products,Current prices,4708450000.0,4814900000.0
CHE,Switzerland,2018,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,40503700000.0,41419400000.0
CHE,Switzerland,2018,22,Manufacture of rubber and plastics products,Current prices,2932750000.0,2999050000.0
CHE,Switzerland,2018,23,Manufacture of other non-metallic mineral products,Current prices,2396460000.0,2450640000.0
CHE,Switzerland,2018,24,Manufacture of basic metals,Current prices,1618280000.0,1654870000.0
CHE,Switzerland,2018,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,50299870000.0,51437030000.0
CHE,Switzerland,2018,29-30,Manufacture of transport equipment,Current prices,2559980000.0,2617850000.0
CHE,Switzerland,2018,31-32,"Manufacture of furniture, other manufacturing",Current prices,4899550000.0,5010320000.0
CHE,Switzerland,2019,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,12303140000.0,12381030000.0
CHE,Switzerland,2019,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,1089470000.0,1096360000.0
CHE,Switzerland,2019,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,3721160000.0,3744720000.0
CHE,Switzerland,2019,17-18,Manufacture of paper products and printing,Current prices,2526500000.0,2542490000.0
CHE,Switzerland,2019,22,Manufacture of rubber and plastics products,Current prices,2859260000.0,2877360000.0
CHE,Switzerland,2019,23,Manufacture of other non-metallic mineral products,Current prices,2494120000.0,2509910000.0
CHE,Switzerland,2019,24,Manufacture of basic metals,Current prices,1597650000.0,1607770000.0
CHE,Switzerland,2019,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,50593140000.0,50913440000.0
CHE,Switzerland,2019,29-30,Manufacture of transport equipment,Current prices,2548550000.0,2564680000.0
CHE,Switzerland,2019,31-32,"Manufacture of furniture, other manufacturing",Current prices,4815750000.0,4846240000.0
THA,Thailand,2000,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,252936980000.0,6305800000.0
THA,Thailand,2000,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,193659770000.0,4828000000.0
THA,Thailand,2000,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,16269350000.0,405600000.0
THA,Thailand,2000,17-18,Manufacture of paper products and printing,Current prices,36273100000.0,904300000.0
THA,Thailand,2000,19,Manufacture of coke and refined petroleum products,Current prices,79926770000.0,1992600000.0
THA,Thailand,2000,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,119152100000.0,2970500000.0
THA,Thailand,2000,22,Manufacture of rubber and plastics products,Current prices,61551560000.0,1534500000.0
THA,Thailand,2000,23,Manufacture of other non-metallic mineral products,Current prices,65983910000.0,1645000000.0
THA,Thailand,2000,24,Manufacture of basic metals,Current prices,44191170000.0,1101700000.0
THA,Thailand,2000,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,333104440000.0,8304400000.0
THA,Thailand,2000,29-30,Manufacture of transport equipment,Current prices,113079180000.0,2819100000.0
THA,Thailand,2001,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,242740360000.0,5463200000.0
THA,Thailand,2001,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,197455360000.0,4444000000.0
THA,Thailand,2001,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,19283440000.0,434000000.0
THA,Thailand,2001,17-18,Manufacture of paper products and printing,Current prices,37442760000.0,842700000.0
THA,Thailand,2001,19,Manufacture of coke and refined petroleum products,Current prices,84118470000.0,1893200000.0
THA,Thailand,2001,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,140204860000.0,3155500000.0
THA,Thailand,2001,22,Manufacture of rubber and plastics products,Current prices,60729520000.0,1366800000.0
THA,Thailand,2001,23,Manufacture of other non-metallic mineral products,Current prices,73992440000.0,1665300000.0
THA,Thailand,2001,24,Manufacture of basic metals,Current prices,43681000000.0,983100000.0
THA,Thailand,2001,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,366234380000.0,8242600000.0
THA,Thailand,2001,29-30,Manufacture of transport equipment,Current prices,157728800000.0,3549900000.0
THA,Thailand,2002,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,263147659999.99997,6125400000.0
THA,Thailand,2002,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,213447160000.0,4968500000.0
THA,Thailand,2002,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,20827050000.0,484800000.0
THA,Thailand,2002,17-18,Manufacture of paper products and printing,Current prices,40502760000.0,942800000.0
THA,Thailand,2002,19,Manufacture of coke and refined petroleum products,Current prices,91530750000.0,2130600000.0
THA,Thailand,2002,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,151850980000.0,3534700000.0
THA,Thailand,2002,22,Manufacture of rubber and plastics products,Current prices,65582860000.0,1526600000.0
THA,Thailand,2002,23,Manufacture of other non-metallic mineral products,Current prices,80043220000.0,1863200000.0
THA,Thailand,2002,24,Manufacture of basic metals,Current prices,47260380000.0,1100100000.0
THA,Thailand,2002,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,379432030000.0,8832200000.0
THA,Thailand,2002,29-30,Manufacture of transport equipment,Current prices,169125230000.0,3936800000.0
THA,Thailand,2003,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,288753690000.0,6960500000.0
THA,Thailand,2003,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,233653830000.0,5632300000.0
THA,Thailand,2003,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,22795800000.0,549500000.0
THA,Thailand,2003,17-18,Manufacture of paper products and printing,Current prices,44355360000.0,1069200000.0
THA,Thailand,2003,19,Manufacture of coke and refined petroleum products,Current prices,101039940000.0,2435600000.0
THA,Thailand,2003,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,166411410000.0,4011400000.0
THA,Thailand,2003,22,Manufacture of rubber and plastics products,Current prices,71739350000.0,1729300000.0
THA,Thailand,2003,23,Manufacture of other non-metallic mineral products,Current prices,87636260000.0,2112500000.0
THA,Thailand,2003,24,Manufacture of basic metals,Current prices,51855780000.0,1250000000.0
THA,Thailand,2003,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,415684190000.0,10020200000.0
THA,Thailand,2003,29-30,Manufacture of transport equipment,Current prices,182051110000.0,4388400000.0
THA,Thailand,2004,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,318344280000.0,7914600000.0
THA,Thailand,2004,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,256997060000.0,6389400000.0
THA,Thailand,2004,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,25030410000.0,622300000.0
THA,Thailand,2004,17-18,Manufacture of paper products and printing,Current prices,48773690000.0,1212600000.0
THA,Thailand,2004,19,Manufacture of coke and refined petroleum products,Current prices,110792630000.0,2754500000.0
THA,Thailand,2004,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,183281450000.0,4556700000.0
THA,Thailand,2004,22,Manufacture of rubber and plastics products,Current prices,78787660000.0,1958800000.0
THA,Thailand,2004,23,Manufacture of other non-metallic mineral products,Current prices,96417140000.0,2397100000.0
THA,Thailand,2004,24,Manufacture of basic metals,Current prices,57180180000.0,1421600000.0
THA,Thailand,2004,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,461540090000.0,11474700000.0
THA,Thailand,2004,29-30,Manufacture of transport equipment,Current prices,196470380000.0,4884600000.0
THA,Thailand,2005,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,352054840000.0,8753200000.0
THA,Thailand,2005,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,281038160000.0,6987500000.0
THA,Thailand,2005,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,27414040000.0,681600000.0
THA,Thailand,2005,17-18,Manufacture of paper products and printing,Current prices,53669740000.0,1334400000.0
THA,Thailand,2005,19,Manufacture of coke and refined petroleum products,Current prices,127606410000.0,3172700000.0
THA,Thailand,2005,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,201732110000.0,5015700000.0
THA,Thailand,2005,22,Manufacture of rubber and plastics products,Current prices,86481320000.0,2150200000.0
THA,Thailand,2005,23,Manufacture of other non-metallic mineral products,Current prices,105694480000.0,2627900000.0
THA,Thailand,2005,24,Manufacture of basic metals,Current prices,63149630000.0,1570100000.0
THA,Thailand,2005,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,501335880000.0,12464800000.0
THA,Thailand,2005,29-30,Manufacture of transport equipment,Current prices,213319530000.0,5303800000.0
THA,Thailand,2006,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,395980340000.0,10453000000.0
THA,Thailand,2006,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,236682810000.0,6247900000.0
THA,Thailand,2006,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,23304990000.0,615200000.0
THA,Thailand,2006,17-18,Manufacture of paper products and printing,Current prices,48988980000.0,1293200000.0
THA,Thailand,2006,19,Manufacture of coke and refined petroleum products,Current prices,138954890000.0,3668100000.0
THA,Thailand,2006,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,214472620000.0,5661600000.0
THA,Thailand,2006,22,Manufacture of rubber and plastics products,Current prices,109316030000.0,2885700000.0
THA,Thailand,2006,23,Manufacture of other non-metallic mineral products,Current prices,95508050000.0,2521200000.0
THA,Thailand,2006,24,Manufacture of basic metals,Current prices,61103630000.0,1613000000.0
THA,Thailand,2006,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,615165500000.0,16239000000.0
THA,Thailand,2006,29-30,Manufacture of transport equipment,Current prices,199698660000.0,5271600000.0
THA,Thailand,2007,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,429741000000.0,12449700000.0
THA,Thailand,2007,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,256549470000.0,7432300000.0
THA,Thailand,2007,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,25239690000.0,731200000.0
THA,Thailand,2007,17-18,Manufacture of paper products and printing,Current prices,52968150000.0,1534500000.0
THA,Thailand,2007,19,Manufacture of coke and refined petroleum products,Current prices,148700880000.0,4307900000.0
THA,Thailand,2007,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,232217590000.0,6727400000.0
THA,Thailand,2007,22,Manufacture of rubber and plastics products,Current prices,117934810000.0,3416600000.0
THA,Thailand,2007,23,Manufacture of other non-metallic mineral products,Current prices,103167940000.0,2988800000.0
THA,Thailand,2007,24,Manufacture of basic metals,Current prices,66050539999.99999,1913500000.0
THA,Thailand,2007,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,665821190000.0,19289000000.0
THA,Thailand,2007,29-30,Manufacture of transport equipment,Current prices,217764840000.0,6308700000.0
THA,Thailand,2008,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,460692970000.0,13829100000.0
THA,Thailand,2008,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,275550970000.0,8271500000.0
THA,Thailand,2008,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,27053730000.0,812100000.0
THA,Thailand,2008,17-18,Manufacture of paper products and printing,Current prices,56635940000.0,1700100000.0
THA,Thailand,2008,19,Manufacture of coke and refined petroleum products,Current prices,152181810000.0,4568200000.0
THA,Thailand,2008,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,248633810000.0,7463500000.0
THA,Thailand,2008,22,Manufacture of rubber and plastics products,Current prices,126104170000.0,3785400000.0
THA,Thailand,2008,23,Manufacture of other non-metallic mineral products,Current prices,110333650000.0,3312000000.0
THA,Thailand,2008,24,Manufacture of basic metals,Current prices,70124500000.0,2105000000.0
THA,Thailand,2008,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,712864620000.0,21398800000.0
THA,Thailand,2008,29-30,Manufacture of transport equipment,Current prices,231574060000.0,6951400000.0
THA,Thailand,2009,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,458431590000.0,13370900000.0
THA,Thailand,2009,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,273439310000.0,7975300000.0
THA,Thailand,2009,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,26818330000.0,782200000.0
THA,Thailand,2009,17-18,Manufacture of paper products and printing,Current prices,56194380000.0,1639000000.0
THA,Thailand,2009,19,Manufacture of coke and refined petroleum products,Current prices,157416270000.0,4591300000.0
THA,Thailand,2009,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,247522690000.0,7219400000.0
THA,Thailand,2009,22,Manufacture of rubber and plastics products,Current prices,125074490000.0,3648000000.0
THA,Thailand,2009,23,Manufacture of other non-metallic mineral products,Current prices,109416180000.0,3191300000.0
THA,Thailand,2009,24,Manufacture of basic metals,Current prices,70371540000.0,2052500000.0
THA,Thailand,2009,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,704966880000.0,20561500000.0
THA,Thailand,2009,29-30,Manufacture of transport equipment,Current prices,235913530000.0,6880800000.0
THA,Thailand,2010,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,515133590000.0,16257600000.0
THA,Thailand,2010,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,304702470000.0,9616400000.0
THA,Thailand,2010,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,29575440000.0,933400000.0
THA,Thailand,2010,17-18,Manufacture of paper products and printing,Current prices,62585610000.0,1975200000.0
THA,Thailand,2010,19,Manufacture of coke and refined petroleum products,Current prices,179265060000.0,5657600000.0
THA,Thailand,2010,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,275833620000.0,8705300000.0
THA,Thailand,2010,22,Manufacture of rubber and plastics products,Current prices,139591410000.0,4405500000.0
THA,Thailand,2010,23,Manufacture of other non-metallic mineral products,Current prices,121086940000.0,3821500000.0
THA,Thailand,2010,24,Manufacture of basic metals,Current prices,77965860000.0,2460600000.0
THA,Thailand,2010,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,792557810000.0,25013100000.0
THA,Thailand,2010,29-30,Manufacture of transport equipment,Current prices,268501530000.00003,8473900000.0
THA,Thailand,2011,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,539340750000.0,17688100000.0
THA,Thailand,2011,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,326590810000.0,10710800000.0
THA,Thailand,2011,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,30510030000.0,1000600000.0
THA,Thailand,2011,17-18,Manufacture of paper products and printing,Current prices,64419880000.0,2112699999.9999998
THA,Thailand,2011,19,Manufacture of coke and refined petroleum products,Current prices,154062520000.0,5052600000.0
THA,Thailand,2011,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,277618060000.0,9104700000.0
THA,Thailand,2011,22,Manufacture of rubber and plastics products,Current prices,145851090000.0,4783300000.0
THA,Thailand,2011,23,Manufacture of other non-metallic mineral products,Current prices,121652860000.0,3989700000.0
THA,Thailand,2011,24,Manufacture of basic metals,Current prices,77202010000.0,2531900000.0
THA,Thailand,2011,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,722254560000.0,23686900000.0
THA,Thailand,2011,29-30,Manufacture of transport equipment,Current prices,316946280000.0,10394500000.0
THA,Thailand,2012,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,573874690000.0,18462600000.0
THA,Thailand,2012,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,356917810000.0,11482700000.0
THA,Thailand,2012,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,33383239999.999996,1074000000.0
THA,Thailand,2012,17-18,Manufacture of paper products and printing,Current prices,70515100000.0,2268600000.0
THA,Thailand,2012,19,Manufacture of coke and refined petroleum products,Current prices,169691910000.0,5459300000.0
THA,Thailand,2012,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,303321220000.0,9758400000.0
THA,Thailand,2012,22,Manufacture of rubber and plastics products,Current prices,157849270000.0,5078300000.0
THA,Thailand,2012,23,Manufacture of other non-metallic mineral products,Current prices,132777640000.00002,4271700000.0
THA,Thailand,2012,24,Manufacture of basic metals,Current prices,83740950000.0,2694100000.0
THA,Thailand,2012,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,789830620000.0,25410300000.0
THA,Thailand,2012,29-30,Manufacture of transport equipment,Current prices,343735470000.0,11058600000.0
THA,Thailand,2013,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,593493620000.0,19315700000.0
THA,Thailand,2013,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,374518840000.0,12189000000.0
THA,Thailand,2013,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,35049110000.0,1140700000.0
THA,Thailand,2013,17-18,Manufacture of paper products and printing,Current prices,74006570000.0,2408600000.0
THA,Thailand,2013,19,Manufacture of coke and refined petroleum products,Current prices,176631310000.0,5748600000.0
THA,Thailand,2013,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,317681940000.0,10339200000.0
THA,Thailand,2013,22,Manufacture of rubber and plastics products,Current prices,165096780000.0,5373200000.0
THA,Thailand,2013,23,Manufacture of other non-metallic mineral products,Current prices,138964340000.0,4522700000.0
THA,Thailand,2013,24,Manufacture of basic metals,Current prices,87771810000.0,2856600000.0
THA,Thailand,2013,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,829278560000.0,26989500000.0
THA,Thailand,2013,29-30,Manufacture of transport equipment,Current prices,358489120000.0,11667300000.0
THA,Thailand,2014,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,601529690000.0,18520100000.0
THA,Thailand,2014,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,386224160000.0,11891200000.0
THA,Thailand,2014,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,36195520000.0,1114400000.0
THA,Thailand,2014,17-18,Manufacture of paper products and printing,Current prices,76262640000.0,2348000000.0
THA,Thailand,2014,19,Manufacture of coke and refined petroleum products,Current prices,176596080000.0,5437100000.0
THA,Thailand,2014,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,326717880000.0,10059100000.0
THA,Thailand,2014,22,Manufacture of rubber and plastics products,Current prices,169317340000.0,5213000000.0
THA,Thailand,2014,23,Manufacture of other non-metallic mineral products,Current prices,142972950000.0,4401900000.0
THA,Thailand,2014,24,Manufacture of basic metals,Current prices,90063320000.0,2772900000.0
THA,Thailand,2014,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,853517940000.0,26278400000.0
THA,Thailand,2014,29-30,Manufacture of transport equipment,Current prices,362098120000.0,11148400000.0
THA,Thailand,2015,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,637815810000.0,18623600000.0
THA,Thailand,2015,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,400465440000.0,11693200000.0
THA,Thailand,2015,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,37011510000.0,1080700000.0
THA,Thailand,2015,17-18,Manufacture of paper products and printing,Current prices,78643040000.0,2296300000.0
THA,Thailand,2015,19,Manufacture of coke and refined petroleum products,Current prices,179310800000.0,5235700000.0
THA,Thailand,2015,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,336415340000.0,9823000000.0
THA,Thailand,2015,22,Manufacture of rubber and plastics products,Current prices,178146380000.0,5201700000.0
THA,Thailand,2015,23,Manufacture of other non-metallic mineral products,Current prices,146737780000.0,4284600000.0000005
THA,Thailand,2015,24,Manufacture of basic metals,Current prices,91540730000.0,2672900000.0
THA,Thailand,2015,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,896622440000.0,26180500000.0
THA,Thailand,2015,29-30,Manufacture of transport equipment,Current prices,367471190000.0,10729800000.0
THA,Thailand,2016,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,672519560000.0,19053500000.0
THA,Thailand,2016,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,424089530000.0,12015100000.0
THA,Thailand,2016,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,39761370000.0,1126500000.0
THA,Thailand,2016,17-18,Manufacture of paper products and printing,Current prices,83765370000.0,2373200000.0
THA,Thailand,2016,19,Manufacture of coke and refined petroleum products,Current prices,192792360000.0,5462100000.0
THA,Thailand,2016,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,358311190000.0,10151500000.0
THA,Thailand,2016,22,Manufacture of rubber and plastics products,Current prices,188969770000.0,5353800000.0
THA,Thailand,2016,23,Manufacture of other non-metallic mineral products,Current prices,156645330000.0,4438000000.0
