Country ISO3,Country,Year,ISIC Division,ISIC Division Desc,Measure,Method,Value LCU (million national currency),Value USD (million USD)
SVK,Slovak Republic,2019,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,824.15,914.4
SVK,Slovak Republic,2019,24,Manufacture of basic metals,Constant 2015 prices,Source,1015.05,1126.21
SVK,Slovak Republic,2019,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,5160.33,5725.45
SVK,Slovak Republic,2019,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,4439.17,4925.32
SVK,Slovak Republic,2019,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,447.32,496.31
SVK,Slovak Republic,2020,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,1028.12,1140.72
SVK,Slovak Republic,2020,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,633.48,702.86
SVK,Slovak Republic,2020,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,538.84,597.85
SVK,Slovak Republic,2020,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,372.32,413.1
SVK,Slovak Republic,2020,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,5448,6044.63
SVK,Slovak Republic,2020,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,735.73,816.31
SVK,Slovak Republic,2020,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,1503.09,1667.7
SVK,Slovak Republic,2020,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,680.22,754.71
SVK,Slovak Republic,2020,24,Manufacture of basic metals,Constant 2015 prices,Source,812.42,901.4
SVK,Slovak Republic,2020,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,4129.54,4581.77
SVK,Slovak Republic,2020,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,3427.55,3802.92
SVK,Slovak Republic,2020,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,397.49,441.02
SVK,Slovak Republic,2021,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,1046.36,1160.95
SVK,Slovak Republic,2021,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,613.57,680.76
SVK,Slovak Republic,2021,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,558.91,620.12
SVK,Slovak Republic,2021,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,381.77,423.57
SVK,Slovak Republic,2021,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,3502.97,3886.59
SVK,Slovak Republic,2021,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,773.19,857.86
SVK,Slovak Republic,2021,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,1438.48,1596.01
SVK,Slovak Republic,2021,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,696.54,772.82
SVK,Slovak Republic,2021,24,Manufacture of basic metals,Constant 2015 prices,Source,789.64,876.12
SVK,Slovak Republic,2021,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,4831.75,5360.89
SVK,Slovak Republic,2021,29-30,Manufacture of transport equipment,Constant 2015 prices,Source,3807.63,4224.61
SVK,Slovak Republic,2021,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,392.93,435.96
SVN,Slovenia,2000,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,434.83,468
SVN,Slovenia,2000,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,390.7,420.5
SVN,Slovenia,2000,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,160.73,172.99
SVN,Slovenia,2000,17-18,Manufacture of paper products and printing,Current prices,Source,270.93,291.6
SVN,Slovenia,2000,19,Manufacture of coke and refined petroleum products,Current prices,Source,1.66,1.79
SVN,Slovenia,2000,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,546.51,588.2
SVN,Slovenia,2000,22,Manufacture of rubber and plastics products,Current prices,Source,215.1,231.51
SVN,Slovenia,2000,23,Manufacture of other non-metallic mineral products,Current prices,Source,186.5,200.72
SVN,Slovenia,2000,24,Manufacture of basic metals,Current prices,Source,173.45,186.68
SVN,Slovenia,2000,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,1228.96,1322.71
SVN,Slovenia,2000,29-30,Manufacture of transport equipment,Current prices,Source,188.51,202.89
SVN,Slovenia,2000,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,192.86,207.58
SVN,Slovenia,2001,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,482.01,475.83
SVN,Slovenia,2001,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,439.01,433.38
SVN,Slovenia,2001,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,169.38,167.21
SVN,Slovenia,2001,17-18,Manufacture of paper products and printing,Current prices,Source,319.49,315.4
SVN,Slovenia,2001,19,Manufacture of coke and refined petroleum products,Current prices,Source,3.07,3.03
SVN,Slovenia,2001,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,627.23,619.2
SVN,Slovenia,2001,22,Manufacture of rubber and plastics products,Current prices,Source,258.44,255.13
SVN,Slovenia,2001,23,Manufacture of other non-metallic mineral products,Current prices,Source,208.29,205.63
SVN,Slovenia,2001,24,Manufacture of basic metals,Current prices,Source,188.74,186.33
SVN,Slovenia,2001,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,1398.59,1380.67
SVN,Slovenia,2001,29-30,Manufacture of transport equipment,Current prices,Source,227.94,225.02
SVN,Slovenia,2001,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,218.78,215.97
SVN,Slovenia,2002,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,511.17,509.88
SVN,Slovenia,2002,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,423.36,422.29
SVN,Slovenia,2002,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,180.11,179.66
SVN,Slovenia,2002,17-18,Manufacture of paper products and printing,Current prices,Source,362.02,361.1
SVN,Slovenia,2002,19,Manufacture of coke and refined petroleum products,Current prices,Source,7.82,7.81
SVN,Slovenia,2002,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,703.38,701.6
SVN,Slovenia,2002,22,Manufacture of rubber and plastics products,Current prices,Source,313.36,312.57
SVN,Slovenia,2002,23,Manufacture of other non-metallic mineral products,Current prices,Source,215.73,215.19
SVN,Slovenia,2002,24,Manufacture of basic metals,Current prices,Source,203.79,203.28
SVN,Slovenia,2002,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,1568.57,1564.6
SVN,Slovenia,2002,29-30,Manufacture of transport equipment,Current prices,Source,251.38,250.74
SVN,Slovenia,2002,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,273.65,272.96
SVN,Slovenia,2003,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,533.83,617.66
SVN,Slovenia,2003,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,399.11,461.79
SVN,Slovenia,2003,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,196.54,227.4
SVN,Slovenia,2003,17-18,Manufacture of paper products and printing,Current prices,Source,333.87,386.3
SVN,Slovenia,2003,19,Manufacture of coke and refined petroleum products,Current prices,Source,3.27,3.79
SVN,Slovenia,2003,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,909.56,1052.4
SVN,Slovenia,2003,22,Manufacture of rubber and plastics products,Current prices,Source,334.84,387.43
SVN,Slovenia,2003,23,Manufacture of other non-metallic mineral products,Current prices,Source,249.59,288.79
SVN,Slovenia,2003,24,Manufacture of basic metals,Current prices,Source,220.82,255.5
SVN,Slovenia,2003,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,1744.32,2018.26
SVN,Slovenia,2003,29-30,Manufacture of transport equipment,Current prices,Source,280.97,325.09
SVN,Slovenia,2003,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,291.3,337.05
SVN,Slovenia,2004,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,501.85,625.13
SVN,Slovenia,2004,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,396.08,493.38
SVN,Slovenia,2004,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,204.39,254.6
SVN,Slovenia,2004,17-18,Manufacture of paper products and printing,Current prices,Source,356.2,443.7
SVN,Slovenia,2004,19,Manufacture of coke and refined petroleum products,Current prices,Source,0.65,0.81
SVN,Slovenia,2004,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,982.22,1223.5
SVN,Slovenia,2004,22,Manufacture of rubber and plastics products,Current prices,Source,388.73,484.22
SVN,Slovenia,2004,23,Manufacture of other non-metallic mineral products,Current prices,Source,265.62,330.88
SVN,Slovenia,2004,24,Manufacture of basic metals,Current prices,Source,234.65,292.29
SVN,Slovenia,2004,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,1868.96,2328.07
SVN,Slovenia,2004,29-30,Manufacture of transport equipment,Current prices,Source,333.54,415.47
SVN,Slovenia,2004,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,297.65,370.76
SVN,Slovenia,2005,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,473.98,589.42
SVN,Slovenia,2005,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,391.09,486.34
SVN,Slovenia,2005,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,211.04,262.44
SVN,Slovenia,2005,17-18,Manufacture of paper products and printing,Current prices,Source,348.76,433.7
SVN,Slovenia,2005,19,Manufacture of coke and refined petroleum products,Current prices,Source,1.12,1.39
SVN,Slovenia,2005,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,954.44,1186.9
SVN,Slovenia,2005,22,Manufacture of rubber and plastics products,Current prices,Source,383.42,476.8
SVN,Slovenia,2005,23,Manufacture of other non-metallic mineral products,Current prices,Source,273.95,340.68
SVN,Slovenia,2005,24,Manufacture of basic metals,Current prices,Source,296.91,369.23
SVN,Slovenia,2005,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,1904.04,2367.77
SVN,Slovenia,2005,29-30,Manufacture of transport equipment,Current prices,Source,382.27,475.38
SVN,Slovenia,2005,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,296.77,369.05
SVN,Slovenia,2006,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,479.34,601.32
SVN,Slovenia,2006,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,379.25,475.76
SVN,Slovenia,2006,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,231.7,290.66
SVN,Slovenia,2006,17-18,Manufacture of paper products and printing,Current prices,Source,347,435.3
SVN,Slovenia,2006,19,Manufacture of coke and refined petroleum products,Current prices,Source,2.32,2.92
SVN,Slovenia,2006,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,1152.67,1446
SVN,Slovenia,2006,22,Manufacture of rubber and plastics products,Current prices,Source,405.96,509.27
SVN,Slovenia,2006,23,Manufacture of other non-metallic mineral products,Current prices,Source,312.99,392.64
SVN,Slovenia,2006,24,Manufacture of basic metals,Current prices,Source,296.35,371.77
SVN,Slovenia,2006,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,2042.77,2562.59
SVN,Slovenia,2006,29-30,Manufacture of transport equipment,Current prices,Source,433.08,543.28
SVN,Slovenia,2006,31-32,"Manufacture of furniture, other manufacturing",Current prices,Source,294.3,369.19
SVN,Slovenia,2007,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,502.29,688.37
SVN,Slovenia,2007,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,393.52,539.3
SVN,Slovenia,2007,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,271.85,372.56
SVN,Slovenia,2007,17-18,Manufacture of paper products and printing,Current prices,Source,378.63,518.9
SVN,Slovenia,2007,19,Manufacture of coke and refined petroleum products,Current prices,Source,1.98,2.71
SVN,Slovenia,2007,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,1193.31,1635.4
SVN,Slovenia,2007,22,Manufacture of rubber and plastics products,Current prices,Source,439.79,602.72
SVN,Slovenia,2007,23,Manufacture of other non-metallic mineral products,Current prices,Source,338.84,464.37
SVN,Slovenia,2007,24,Manufacture of basic metals,Current prices,Source,376.17,515.53
SVN,Slovenia,2007,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,2319.09,3178.26
