Country ISO3,Country,Year,ISIC Division,ISIC Division Desc,Measure,Method,Value LCU (million national currency),Value USD (million USD)
FRA,France,2012,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Rebased,7619.18,8453.59
FRA,France,2012,24,Manufacture of basic metals,Constant 2015 prices,Source,5514.01,6117.87
FRA,France,2012,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,49359.45,54764.98
FRA,France,2012,29-30,Manufacture of transport equipment,Constant 2015 prices,Rebased,31630.39,35094.36
FRA,France,2012,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Rebased,7723.97,8569.85
FRA,France,2013,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Rebased,41904,46493.08
FRA,France,2013,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Rebased,5442.1,6038.09
FRA,France,2013,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Rebased,3159.33,3505.32
FRA,France,2013,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,7994.22,8869.69
FRA,France,2013,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Rebased,1220.78,1354.48
FRA,France,2013,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,30189,33495.1
FRA,France,2013,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,11461.72,12716.93
FRA,France,2013,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Rebased,7366.31,8173.03
FRA,France,2013,24,Manufacture of basic metals,Constant 2015 prices,Rebased,6410.99,7113.09
FRA,France,2013,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,50480.68,56008.99
FRA,France,2013,29-30,Manufacture of transport equipment,Constant 2015 prices,Rebased,30012.62,33299.42
FRA,France,2013,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Rebased,7383.62,8192.23
FRA,France,2014,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Rebased,43100.63,47820.75
FRA,France,2014,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Rebased,5025.01,5575.32
FRA,France,2014,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Rebased,3085.95,3423.91
FRA,France,2014,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,8288.84,9196.58
FRA,France,2014,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Rebased,2412.73,2676.95
FRA,France,2014,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,31099.08,34504.85
FRA,France,2014,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,11102.28,12318.13
FRA,France,2014,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Rebased,7530.68,8355.39
FRA,France,2014,24,Manufacture of basic metals,Constant 2015 prices,Source,5784.2,6417.65
FRA,France,2014,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,50816.67,56381.78
FRA,France,2014,29-30,Manufacture of transport equipment,Constant 2015 prices,Rebased,30059.32,33351.24
FRA,France,2014,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Rebased,7428.06,8241.54
FRA,France,2015,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Rebased,43787,48582.29
FRA,France,2015,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Rebased,5246,5820.51
FRA,France,2015,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Rebased,2919,3238.68
FRA,France,2015,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,8172,9066.95
FRA,France,2015,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Rebased,2621,2908.03
FRA,France,2015,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,32007,35512.2
FRA,France,2015,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,11127,12345.56
FRA,France,2015,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Rebased,7803,8657.53
FRA,France,2015,24,Manufacture of basic metals,Constant 2015 prices,Source,6261,6946.66
FRA,France,2015,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,50066,55548.91
FRA,France,2015,29-30,Manufacture of transport equipment,Constant 2015 prices,Rebased,29917,33193.33
FRA,France,2015,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Rebased,7219,8009.59
FRA,France,2016,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Rebased,44960.48,49884.28
FRA,France,2016,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Rebased,5210.16,5780.75
FRA,France,2016,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Rebased,3021.09,3351.94
FRA,France,2016,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,8158.42,9051.89
FRA,France,2016,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Rebased,2841.02,3152.15
FRA,France,2016,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,33433.43,37094.83
FRA,France,2016,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,10900.42,12094.17
FRA,France,2016,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Rebased,7877.89,8740.63
FRA,France,2016,24,Manufacture of basic metals,Constant 2015 prices,Source,6991.1,7756.72
FRA,France,2016,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,49247.81,54641.11
FRA,France,2016,29-30,Manufacture of transport equipment,Constant 2015 prices,Rebased,30090.45,33385.78
FRA,France,2016,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Rebased,6920.06,7677.9
FRA,France,2017,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Rebased,45776.68,50789.87
FRA,France,2017,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Rebased,5395.32,5986.18
FRA,France,2017,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Rebased,3146.56,3491.15
FRA,France,2017,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,8184.42,9080.71
FRA,France,2017,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Rebased,2794.02,3100.01
FRA,France,2017,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,34748.73,38554.18
FRA,France,2017,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,10917.93,12113.59
FRA,France,2017,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Rebased,8064.62,8947.81
FRA,France,2017,24,Manufacture of basic metals,Constant 2015 prices,Source,7163.94,7948.49
FRA,France,2017,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,50078.02,55562.24
FRA,France,2017,29-30,Manufacture of transport equipment,Constant 2015 prices,Rebased,31557,35012.94
FRA,France,2017,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Rebased,6847.34,7597.23
FRA,France,2018,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Rebased,45569.36,50559.84
FRA,France,2018,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Rebased,5684.99,6307.58
FRA,France,2018,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Rebased,2855.2,3167.88
FRA,France,2018,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,7921.87,8789.42
FRA,France,2018,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Rebased,3322.71,3686.6
FRA,France,2018,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,35202.2,39057.32
FRA,France,2018,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,11845.87,13143.15
FRA,France,2018,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Rebased,8043.23,8924.07
FRA,France,2018,24,Manufacture of basic metals,Constant 2015 prices,Source,5778.24,6411.03
FRA,France,2018,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,50707.05,56260.15
FRA,France,2018,29-30,Manufacture of transport equipment,Constant 2015 prices,Rebased,33890.81,37602.33
FRA,France,2018,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Rebased,7023.07,7792.2
FRA,France,2019,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Rebased,45890.4,50916.04
FRA,France,2019,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Rebased,5712.86,6338.5
FRA,France,2019,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Source,2948.77,3271.71
FRA,France,2019,17-18,Manufacture of paper products and printing,Constant 2015 prices,Source,8139.08,9030.42
FRA,France,2019,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Rebased,3243.67,3598.9
FRA,France,2019,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Source,37318.96,41405.88
FRA,France,2019,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,11791.28,13082.59
FRA,France,2019,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Rebased,8128.81,9019.03
FRA,France,2019,24,Manufacture of basic metals,Constant 2015 prices,Rebased,5945.12,6596.19
FRA,France,2019,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,52470.8,58217.05
FRA,France,2019,29-30,Manufacture of transport equipment,Constant 2015 prices,Rebased,33145.86,36775.8
FRA,France,2019,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Rebased,7174.56,7960.28
FRA,France,2020,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Rebased,43631.01,48409.22
FRA,France,2020,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Rebased,5050.89,5604.03
FRA,France,2020,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Constant 2015 prices,Rebased,2693.56,2988.54
FRA,France,2020,17-18,Manufacture of paper products and printing,Constant 2015 prices,Rebased,7517.96,8341.27
FRA,France,2020,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Rebased,4170.74,4627.5
FRA,France,2020,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Rebased,36696.56,40715.35
FRA,France,2020,22,Manufacture of rubber and plastics products,Constant 2015 prices,Source,10359.73,11494.26
FRA,France,2020,23,Manufacture of other non-metallic mineral products,Constant 2015 prices,Source,7289.48,8087.77
FRA,France,2020,24,Manufacture of basic metals,Constant 2015 prices,Source,4800.79,5326.55
FRA,France,2020,25-28,"Manufacture of fabricated metal products, machinery and equipment",Constant 2015 prices,Source,45575.63,50566.77
FRA,France,2020,29-30,Manufacture of transport equipment,Constant 2015 prices,Rebased,19382.06,21504.67
FRA,France,2020,31-32,"Manufacture of furniture, other manufacturing",Constant 2015 prices,Source,6893.8,7648.77
FRA,France,2021,10-12,"Manufacture of food products, beverages and tobacco products",Constant 2015 prices,Source,44802.47,49708.94
FRA,France,2021,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Constant 2015 prices,Source,5621.28,6236.89
FRA,France,2021,19,Manufacture of coke and refined petroleum products,Constant 2015 prices,Source,3089.88,3428.26
FRA,France,2021,20-21,Manufacturing of chemicals and pharmaceutical products,Constant 2015 prices,Rebased,37251.76,41331.36
FRA,France,2021,29-30,Manufacture of transport equipment,Constant 2015 prices,Rebased,19535.5,21674.91
,G20,2000,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,651978.31
,G20,2000,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,281924.19
,G20,2000,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,102471
,G20,2000,17-18,Manufacture of paper products and printing,Current prices,Source,0,327049.41
,G20,2000,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,201827.59
,G20,2000,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,615271.12
,G20,2000,22,Manufacture of rubber and plastics products,Current prices,Source,0,235766.3
,G20,2000,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,220116.59
,G20,2000,24,Manufacture of basic metals,Current prices,Source,0,296614.5
,G20,2000,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,1711191.38
,G20,2000,29-30,Manufacture of transport equipment,Current prices,Source,0,668477
,G20,2001,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,648990.88
,G20,2001,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,260782.3
,G20,2001,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,97337
,G20,2001,17-18,Manufacture of paper products and printing,Current prices,Source,0,303381
,G20,2001,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,211670.09
,G20,2001,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,606992.38
,G20,2001,22,Manufacture of rubber and plastics products,Current prices,Source,0,222272.5
,G20,2001,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,214619
,G20,2001,24,Manufacture of basic metals,Current prices,Source,0,269722.91
,G20,2001,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,1526682.25
,G20,2001,29-30,Manufacture of transport equipment,Current prices,Source,0,651250.31
,G20,2002,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,670049.5
,G20,2002,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,260371.2
,G20,2002,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,98446.6
,G20,2002,17-18,Manufacture of paper products and printing,Current prices,Source,0,300114.5
,G20,2002,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,199536.5
,G20,2002,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,642558.69
,G20,2002,22,Manufacture of rubber and plastics products,Current prices,Source,0,227431.8
,G20,2002,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,217247.5
,G20,2002,24,Manufacture of basic metals,Current prices,Source,0,268643.19
,G20,2002,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,1514096.62
,G20,2002,29-30,Manufacture of transport equipment,Current prices,Source,0,692621.69
,G20,2003,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,748359.5
,G20,2003,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,276410.31
,G20,2003,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,110274.9
,G20,2003,17-18,Manufacture of paper products and printing,Current prices,Source,0,319712.5
,G20,2003,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,254190
,G20,2003,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,709676.12
,G20,2003,22,Manufacture of rubber and plastics products,Current prices,Source,0,254602.91
,G20,2003,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,249545.8
,G20,2003,24,Manufacture of basic metals,Current prices,Source,0,307705.31
,G20,2003,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,1705260.38
,G20,2003,29-30,Manufacture of transport equipment,Current prices,Source,0,767742.5
,G20,2004,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,825862.12
,G20,2004,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,303586.19
,G20,2004,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,127466.8
,G20,2004,17-18,Manufacture of paper products and printing,Current prices,Source,0,344481.31
,G20,2004,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,321661.59
,G20,2004,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,791888.62
,G20,2004,22,Manufacture of rubber and plastics products,Current prices,Source,0,282929.31
,G20,2004,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,278476.91
,G20,2004,24,Manufacture of basic metals,Current prices,Source,0,390442.81
,G20,2004,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,1912108.38
,G20,2004,29-30,Manufacture of transport equipment,Current prices,Source,0,834787.88
,G20,2005,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,873835.19
,G20,2005,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,318806.91
,G20,2005,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,135117.09
,G20,2005,17-18,Manufacture of paper products and printing,Current prices,Source,0,356528.31
,G20,2005,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,395927.69
,G20,2005,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,828001.81
,G20,2005,22,Manufacture of rubber and plastics products,Current prices,Source,0,297229.59
,G20,2005,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,297211.5
,G20,2005,24,Manufacture of basic metals,Current prices,Source,0,432789.81
,G20,2005,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,2040003.75
,G20,2005,29-30,Manufacture of transport equipment,Current prices,Source,0,883160
,G20,2006,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,939884.5
,G20,2006,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,344598.31
,G20,2006,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,139583.09
,G20,2006,17-18,Manufacture of paper products and printing,Current prices,Source,0,370367.31
,G20,2006,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,429985.31
,G20,2006,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,903686.5
,G20,2006,22,Manufacture of rubber and plastics products,Current prices,Source,0,312687.69
,G20,2006,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,326715.19
,G20,2006,24,Manufacture of basic metals,Current prices,Source,0,494212.5
,G20,2006,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,2214636.25
,G20,2006,29-30,Manufacture of transport equipment,Current prices,Source,0,941524.81
,G20,2007,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,1034922.12
,G20,2007,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,387745.59
,G20,2007,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,155475.7
,G20,2007,17-18,Manufacture of paper products and printing,Current prices,Source,0,394718.19
,G20,2007,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,496680.19
,G20,2007,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,1010186.69
,G20,2007,22,Manufacture of rubber and plastics products,Current prices,Source,0,346508.31
,G20,2007,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,379841.69
,G20,2007,24,Manufacture of basic metals,Current prices,Source,0,581611.19
,G20,2007,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,2489464.5
,G20,2007,29-30,Manufacture of transport equipment,Current prices,Source,0,1073144.75
,G20,2008,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,1152958.75
,G20,2008,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,423479.41
,G20,2008,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,157307.5
,G20,2008,17-18,Manufacture of paper products and printing,Current prices,Source,0,407270.5
,G20,2008,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,563562.62
,G20,2008,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,1098991.62
,G20,2008,22,Manufacture of rubber and plastics products,Current prices,Source,0,359728.81
,G20,2008,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,412376.81
,G20,2008,24,Manufacture of basic metals,Current prices,Source,0,637570.88
,G20,2008,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,2705237.5
,G20,2008,29-30,Manufacture of transport equipment,Current prices,Source,0,1083869.25
,G20,2009,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,1171881.12
,G20,2009,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,402121.69
,G20,2009,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,136236.2
,G20,2009,17-18,Manufacture of paper products and printing,Current prices,Source,0,385091.31
,G20,2009,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,446119.69
,G20,2009,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,1082379.12
,G20,2009,22,Manufacture of rubber and plastics products,Current prices,Source,0,338659.41
,G20,2009,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,365683
,G20,2009,24,Manufacture of basic metals,Current prices,Source,0,484620.81
,G20,2009,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,2396695
,G20,2009,29-30,Manufacture of transport equipment,Current prices,Source,0,923615.5
,G20,2010,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,1257447.75
,G20,2010,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,470020.31
,G20,2010,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,152060.41
,G20,2010,17-18,Manufacture of paper products and printing,Current prices,Source,0,411207
,G20,2010,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,532835.5
,G20,2010,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,1207723
,G20,2010,22,Manufacture of rubber and plastics products,Current prices,Source,0,378736.91
,G20,2010,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,403432.81
,G20,2010,24,Manufacture of basic metals,Current prices,Source,0,616506
,G20,2010,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,2695702
,G20,2010,29-30,Manufacture of transport equipment,Current prices,Source,0,1150456.62
,G20,2011,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,1375653.25
,G20,2011,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,540587.19
,G20,2011,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,167507.91
,G20,2011,17-18,Manufacture of paper products and printing,Current prices,Source,0,438951.19
,G20,2011,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,631530.38
,G20,2011,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,1340576.38
,G20,2011,22,Manufacture of rubber and plastics products,Current prices,Source,0,409843.81
,G20,2011,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,458172.59
,G20,2011,24,Manufacture of basic metals,Current prices,Source,0,707427.31
,G20,2011,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,3028648.25
,G20,2011,29-30,Manufacture of transport equipment,Current prices,Source,0,1301220.75
,G20,2012,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,1403946.38
,G20,2012,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,555353.62
,G20,2012,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,168870.8
,G20,2012,17-18,Manufacture of paper products and printing,Current prices,Source,0,429339.69
,G20,2012,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,640969.12
,G20,2012,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,1339697.25
,G20,2012,22,Manufacture of rubber and plastics products,Current prices,Source,0,417845.81
,G20,2012,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,466988.31
,G20,2012,24,Manufacture of basic metals,Current prices,Source,0,709309.12
,G20,2012,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,3076035
,G20,2012,29-30,Manufacture of transport equipment,Current prices,Source,0,1326762.25
,G20,2013,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,1456346
,G20,2013,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,590632.5
,G20,2013,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,178045.7
,G20,2013,17-18,Manufacture of paper products and printing,Current prices,Source,0,432103.31
,G20,2013,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,626684.5
,G20,2013,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,1371357.75
,G20,2013,22,Manufacture of rubber and plastics products,Current prices,Source,0,430796.09
,G20,2013,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,483428.5
,G20,2013,24,Manufacture of basic metals,Current prices,Source,0,699438.62
,G20,2013,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,3128639
,G20,2013,29-30,Manufacture of transport equipment,Current prices,Source,0,1372050.75
,G20,2014,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,1507699.88
,G20,2014,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,616236.19
,G20,2014,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,186150.91
,G20,2014,17-18,Manufacture of paper products and printing,Current prices,Source,0,439191.31
,G20,2014,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,626524.38
,G20,2014,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,1413845.5
,G20,2014,22,Manufacture of rubber and plastics products,Current prices,Source,0,437325.31
,G20,2014,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,511886.81
,G20,2014,24,Manufacture of basic metals,Current prices,Source,0,731090.31
,G20,2014,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,3235497.5
,G20,2014,29-30,Manufacture of transport equipment,Current prices,Source,0,1443892.88
,G20,2015,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,1451613.38
,G20,2015,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,593410.81
,G20,2015,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,178886.3
,G20,2015,17-18,Manufacture of paper products and printing,Current prices,Source,0,417330.41
,G20,2015,19,Manufacture of coke and refined petroleum products,Current prices,Source,0,570314.88
,G20,2015,20-21,Manufacturing of chemicals and pharmaceutical products,Current prices,Source,0,1407197
,G20,2015,22,Manufacture of rubber and plastics products,Current prices,Source,0,430550.59
,G20,2015,23,Manufacture of other non-metallic mineral products,Current prices,Source,0,489087.69
,G20,2015,24,Manufacture of basic metals,Current prices,Source,0,678126
,G20,2015,25-28,"Manufacture of fabricated metal products, machinery and equipment",Current prices,Source,0,3100225.75
,G20,2015,29-30,Manufacture of transport equipment,Current prices,Source,0,1409259.88
,G20,2016,10-12,"Manufacture of food products, beverages and tobacco products",Current prices,Source,0,1453099.12
,G20,2016,13-15,"Manufacture of textiles, wearing apparel, leather and related products",Current prices,Source,0,540963.5
,G20,2016,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Current prices,Source,0,177676.3
,G20,2016,17-18,Manufacture of paper products and printing,Current prices,Source,0,425014.19
